Timestamp,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AttitudePitch,AttitudeRoll,AttitudeYaw,GravitationalAccelerationX,GravitationalAccelerationY,GravitationalAccelerationZ,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
0.014,-0.1140825363653107,0.0055130448823134,2.730161072654945e-17,0.9934559119931052,-0.2286593163415386,0.0112469089696879,0.0012915009039388,0.0109539395198225,0.2266720533370971,-0.973909556865692,0.0339247845113277,-0.0116707533597946,-0.0029079318046569,0.1210923716425895,-0.0230681933462619,-0.0100066997110843
0.097,-0.1106540430249628,0.013337765467049,0.0043337597460071,0.9937599943476072,-0.2216212578677638,0.0281605427940411,0.0118554159024169,0.0274681784212589,0.2198116332292556,-0.9751555323600768,0.0136620495468378,-0.0085269510746002,-0.0056679844856262,0.0925271660089492,-0.0133876902982592,0.0480699837207794
0.097,-0.1072153747312941,0.0211612703384008,0.008667101791496,0.9939727807566286,-0.2144105520676354,0.0449704908272328,0.0222793064654482,0.0439259558916091,0.2127716243267059,-0.9761140942573548,-0.0065442137420177,-0.0052035599946975,-0.0087153911590576,0.0639619529247284,-0.0037071863189339,0.1061466708779335
0.155,-0.1066165609060474,0.0220527207682966,0.0103931365154185,0.9940012348381354,-0.2131049145067493,0.0471404535042594,0.0259539039214969,0.0460570342838764,0.2114957123994827,-0.97629314661026,-0.0083589926362037,-9.998679161071776e-05,0.000471293926239,0.0794082134962081,-0.0003319836687296,0.1038202941417694
0.194,-0.1042624867672535,0.0220484549554963,0.0116715128286967,0.9942367834800864,-0.208311830182127,0.0473167648999099,0.0284243874408861,0.0462765805423259,0.2068086415529251,-0.9772863984107972,-0.0049645453691482,0.0011763721704483,0.0022718906402587,0.1132247075438499,0.0305174477398395,0.0446597710251808
0.232,-0.1026428677578769,0.0217208225471171,0.0116361257896861,0.994412930335423,-0.2050675524040339,0.0465801367744222,0.0281956371749361,0.0455876737833023,0.2036334127187729,-0.9779852628707886,-0.0009059607982635,-0.0079110413789749,-0.0032968521118164,0.1375184655189514,0.0336408577859401,-0.0124997049570083
0.261,-0.100904684687899,0.0216712381382814,0.0105615405901491,0.9946039973710864,-0.2016259861654342,0.0461918530295866,0.0259102842302792,0.0452400259673595,0.2002627551555633,-0.9786971807479858,0.0044747628271579,-0.01446034014225,0.0006288290023803,0.12746262550354,0.0394784696400165,-0.0566396005451679
0.316,-0.0992979847901106,0.0219642822174883,0.0094753167879103,0.9947701202377768,-0.1984409319503585,0.0465097686757971,0.023680437314862,0.0455805920064449,0.1971412152051925,-0.979314923286438,0.0073461458086967,-0.0126073509454727,-0.0002829432487487,0.0946020931005477,0.0324019864201545,-0.0664335042238235
0.347,-0.0974631125944638,0.0224888525952115,0.0079973014080741,0.9949528588101778,-0.1948126219307882,0.0472200098961396,0.0206903711233052,0.0463095903396606,0.1935828179121017,-0.9799903631210328,0.0054724887013435,-0.0150260180234909,-0.002114713191986,0.0455812141299247,0.012223782017827,-0.0569114759564399
0.397,-0.0965773887189052,0.0227592129252102,0.0073527584073151,0.9950380937165926,-0.1930587125801595,0.0476150371114614,0.0193900207812152,0.0467127971351146,0.1918617933988571,-0.9803096055984496,0.0043159388005733,-0.0144149512052536,-0.0046741366386413,0.0045072510838508,-0.0032784091308712,-0.022122386842966
0.43,-0.0962707522487036,0.0226609161842608,0.0074159938120599,0.9950695939031748,-0.1924417009220508,0.0474190522597519,0.0194828873198048,0.0465262718498706,0.1912562102079391,-0.9804368019104004,-0.0039682127535343,-0.0101066827774047,-0.009150207042694,-0.0417334847152233,-0.0327900499105453,0.0144549533724784
0.464,-0.0965914804486722,0.0220302736735654,0.008168519842873,0.9950467132650258,-0.1930632827863614,0.0462966929314216,0.0209018175812808,0.0454203300178051,0.1918662786483764,-0.980369508266449,-0.0067652761936187,0.0108392238616943,-0.001661479473114,-0.0690911188721656,-0.0500319004058837,0.018872357904911
0.557,-0.0969453098308939,0.0208933258594963,0.0081794159233553,0.9950367011850264,-0.1937973031593657,0.0440028299943636,0.0207179524115796,0.043165173381567,0.192586600780487,-0.9803301095962524,-0.0037242551334202,0.0118587939068675,0.001378936227411,-0.0140287904068827,-0.023550521582365,-0.0428360849618911
0.589,-0.0967446027163333,0.0203910197231792,0.0074680810696482,0.9950722791990066,-0.1934352266022836,0.0428378667751025,0.0191666185102849,0.0420260801911354,0.1922312974929809,-0.980449378490448,-0.0012205094099044,0.0029726177453994,0.0037729740142822,0.0190126225352287,-0.0119364149868488,-0.030398603528738
0.589,-0.0965438207370036,0.0198886968703533,0.0067567413797051,0.9951070553291108,-0.1930713811727224,0.0416735592184507,0.0176158278244548,0.0408874154090881,0.1918742209672927,-0.980567455291748,0.0012827925384044,-0.0059117972850799,0.006165862083435,0.0520540364086627,-0.0003223083913326,-0.0179611220955848
0.62,-0.0955123017229253,0.0199994951799261,0.0063568746145952,0.995206937002089,-0.1910141954677834,0.0417936722002485,0.0167791562192273,0.0410216003656387,0.1898548603057861,-0.9809548258781432,-0.001262679696083,-0.0019954293966293,0.0006152987480163,0.0557719357311725,0.0196500178426504,-0.0051105339080095
0.695,-0.0949086169633172,0.0203250858929804,0.0058759201986753,0.9952610404640082,-0.18981664922997,0.0423458915828819,0.0158393438351415,0.0415728911757469,0.1886789500713348,-0.9811584949493408,-0.0003097876906394,-0.0044541805982589,0.0045132637023925,0.0275309737771749,0.0238844044506549,-0.0180873163044452
0.696,-0.0943048814687537,0.0206506663896881,0.0053948866735215,0.9953145152778928,-0.1886196630582427,0.0428991273386917,0.0148989242509463,0.0421253517270088,0.1875033378601074,-0.9813602566719056,0.00064193084836,-0.0069132298231124,0.0084093809127807,-0.0007099863141775,0.0281187891960144,-0.0310640968382358
0.735,-0.0944580708632345,0.02133158351323,0.0042096521994039,0.9952913104728583,-0.1889696605171437,0.0440558154411539,0.0126347919114124,0.0432575605809688,0.1878471076488495,-0.9812452793121338,0.0012430995702743,-0.0018704980611801,-0.0019795298576354,-0.0105140069499611,0.0556204542517662,-0.0743702054023742
0.793,-0.0946486332538444,0.0217328235069398,0.0028004842069834,0.995269509398138,-0.1894106038689357,0.0446023764536753,0.0098650266091639,0.0437901653349399,0.1882801949977874,-0.9811386466026306,0.0004078075289726,-0.0025774836540222,-0.0043864846229553,-0.0228820964694023,0.0318323038518428,-0.100981593132019
0.833,-0.0950937892039184,0.021955236044654,0.0008389801994493,0.9952257416058674,-0.1903908875300572,0.0446823896628612,0.005953168856562,0.0438604019582271,0.1892428547143936,-0.9809502363204956,0.0033265873789787,-0.0056599080562591,-0.0045083165168762,-0.0299339685589075,0.0206314194947481,-0.1035285741090774
0.862,-0.0954645147418484,0.0220951288427268,-0.0013434779442267,0.9951866646919622,-0.1912328271996941,0.0445475833426577,0.0015732589500931,0.0437210537493228,0.1900695115327835,-0.9807966351509094,0.0058469325304031,-0.0093634575605392,-0.0063469409942626,-0.00017561763525,0.0033965017646551,-0.0679853707551956
0.916,-0.0951195405079192,0.021954564195215,-0.0022529272712751,0.9952211602902452,-0.190580465812852,0.0440828614853,-0.0003133795863731,0.0432707071304321,0.1894290000200271,-0.9809405207633972,0.0044399872422218,-0.0063042789697647,-0.0060775876045227,0.0223963018506765,-0.0164825059473514,-0.052954401820898
0.945,-0.0940874983284429,0.021207744063789,-0.0032699487913069,0.9953326857381763,-0.1885506418645163,0.0423654932023527,-0.0025640522973985,0.0416022054851055,0.1874355375766754,-0.9813955426216124,0.0014912411570549,-0.0068918019533157,-0.0044189095497131,0.0422104746103286,-0.06246804818511,-0.0417679324746131
1.001,-0.0932260592751201,0.0202470169798442,-0.0038467297150204,0.995431591961056,-0.1868412975552741,0.0403039860322826,-0.0039520046195792,0.0395918153226375,0.1857562065124511,-0.9817978739738464,-0.0045072622597217,-0.0135876238346099,-0.0092089772224426,0.0579555183649063,-0.0826988294720649,-0.0353010408580303
1.034,-0.0918187405678498,0.0181654601057535,-0.0042499921710092,0.995600954820732,-0.1840209051430152,0.0360062225418489,-0.0052148037967819,0.0353906489908695,0.182984173297882,-0.982478678226471,-0.0067378561943769,-0.0107046067714691,-0.0052790641784667,0.0615141503512859,-0.1300852447748184,-0.0235580801963806
1.085,-0.0908442259164043,0.0160054861253005,-0.0043808754759134,0.995726807123544,-0.1820563272848113,0.0316057366510862,-0.0059140712983418,0.0310782343149185,0.181052416563034,-0.9829822778701782,0.0009278487414121,-0.002265989780426,0.0120593309402465,0.0322215259075164,-0.1063748225569725,-0.0227816272526979
